Engg Per,Uni_Grade,Experinece,Interview_Score,No_Patents,Test_Marks,Qualification,Salary
67,2,1,7,0,35,Ph.D,642000
79,3,4,8,0,40,Ph.D,1288000
68,4,1,7,1,35,Ph.D,1367000
71,1,5,7,2,35,Ph.D,1356000
75,2,9,8,1,40,Ph.D,2113000
80,2,11,8,0,40,Bachelor,1233000
64,2,16,6,0,30,,2179000
65,4,17,7,1,35,Master,2496000
78,1,2,8,0,40,,641000
83,2,0,8,1,40,Bachelor,547000
83,2,9,8,1,40,Master,1386000
70,3,14,7,0,35,Bachelor,1436000
53,4,11,5,2,25,Ph.D,2429000
65,1,4,7,1,35,Ph.D,1108000
63,4,3,6,0,30,Master,853000
60,2,9,6,0,30,Master,1251000
80,3,16,8,2,40,Master,2499000
71,3,20,7,0,35,Master,2182000
71,1,2,7,1,35,Ph.D,1302000
76,3,14,8,0,40,Master,1925000
62,2,14,6,0,30,Ph.D,1884000
58,1,1,6,0,30,Bachelor,623000
81,2,18,8,0,40,Bachelor,2246000
60,2,5,6,1,30,Master,929000
74,1,18,7,0,35,Ph.D,2609000
73,2,18,7,0,35,Bachelor,1933000
51,1,9,5,0,25,Ph.D,1685000
60,3,2,6,0,30,Master,295000
82,4,15,8,1,40,Ph.D,2834000
77,2,10,8,1,40,Ph.D,2232000
74,1,19,7,0,35,Master,2258000
57,1,17,6,1,30,Master,2206000
60,2,18,6,2,30,Bachelor,2156000
67,2,4,7,1,35,Bachelor,754000
69,2,13,7,0,35,Ph.D,2490000
83,3,3,8,0,40,Bachelor,585000
74,1,3,7,1,35,Bachelor,358000
69,2,0,7,1,35,Ph.D,777000
68,3,12,7,0,35,Master,1770000
75,3,8,8,2,40,Ph.D,1820000
65,4,15,7,0,35,Bachelor,2334000
75,4,7,8,1,40,Bachelor,1227000
61,4,12,6,0,30,Bachelor,2122000
80,3,19,8,2,40,Ph.D,3382000
65,1,8,7,1,35,Bachelor,1334000
76,2,20,8,2,40,Master,3168000
83,3,6,8,1,40,Bachelor,899000
83,3,1,8,2,40,Master,867000
66,4,13,7,2,35,Master,2204000
52,2,10,5,2,25,Master,1711000
68,2,19,7,2,35,Bachelor,2916000
72,3,11,7,1,35,Master,1499000
79,2,19,8,2,40,Master,3073000
68,4,15,7,1,35,Bachelor,2083000
59,3,15,6,1,30,Ph.D,2647000
59,4,9,6,0,30,Master,1182000
70,2,8,7,2,35,Bachelor,1825000
74,3,13,7,2,35,Bachelor,2434000
53,3,18,5,1,25,Master,2432000
80,3,13,8,2,40,Ph.D,2654000
62,2,18,6,1,30,Bachelor,1885000
77,4,6,8,0,40,Bachelor,1031000
60,4,5,6,2,30,Ph.D,1687000
57,3,3,6,1,30,Ph.D,886000
74,3,3,7,1,35,Bachelor,1191000
75,1,6,8,1,40,Bachelor,627000
54,4,12,5,0,25,Bachelor,1432000
72,2,4,7,0,35,Ph.D,1483000
65,2,3,7,1,35,Master,555000
64,4,3,6,0,30,Bachelor,582000
62,3,16,6,1,30,Bachelor,1692000
76,4,18,8,2,40,Ph.D,3160000
51,1,19,5,0,25,Ph.D,2794000
68,3,11,7,2,35,Bachelor,2149000
70,2,12,7,2,35,Bachelor,2174000
75,2,0,8,1,40,Master,642000
65,4,0,7,2,35,Ph.D,1818000
74,1,2,7,0,35,Ph.D,849000
79,1,13,8,0,40,Bachelor,1347000
81,4,2,8,1,40,Bachelor,883000
57,1,14,6,1,30,Bachelor,1895000
67,2,4,7,1,35,Bachelor,1165000
80,1,18,8,0,40,Bachelor,1985000
68,4,13,7,2,35,Master,2692000
73,1,20,7,1,35,Bachelor,2201000
73,4,7,7,1,35,Master,1086000
52,1,10,5,0,25,Bachelor,1083000
59,3,20,6,0,30,Ph.D,2802000
81,3,17,8,2,40,Bachelor,2749000
57,4,0,6,0,30,Ph.D,758000
56,2,5,6,2,30,Master,1395000
53,4,20,5,2,25,Ph.D,3131000
66,1,11,7,0,35,Master,1293000
76,1,1,8,0,40,Ph.D,1190000
65,4,13,7,2,35,Master,2644000
60,1,3,6,2,30,Bachelor,1105000
65,3,6,7,0,35,Ph.D,1081000
62,4,16,6,0,30,Master,2059000
80,2,1,8,1,40,Master,645000
85,1,1,9,1,45,Master,333000
70,3,16,7,0,35,Ph.D,2858000
60,2,13,6,0,30,Master,1613000
81,2,5,8,1,40,Ph.D,1776000
65,3,16,7,2,35,Ph.D,3068000
78,1,8,8,0,40,Ph.D,1261000
82,1,17,8,2,40,Ph.D,2851000
66,1,5,7,0,35,Ph.D,1430000
52,3,0,5,2,25,Master,631000
78,4,15,8,1,40,Bachelor,2176000
54,3,7,5,1,25,Master,939000
77,3,8,8,1,40,Ph.D,2069000
52,4,8,5,1,25,Ph.D,1943000
55,2,0,6,0,30,Bachelor,51000
51,4,18,5,0,25,Master,2555000
74,2,18,7,2,35,Bachelor,2745000
79,2,3,8,1,40,Ph.D,910000
72,4,14,7,1,35,Master,2268000
57,4,14,6,1,30,Bachelor,1772000
52,4,14,5,2,25,Bachelor,2215000
69,2,15,7,2,35,Bachelor,2062000
85,2,10,9,0,45,Bachelor,1499000
76,3,13,8,2,40,Bachelor,2474000
81,1,6,8,2,40,Master,1595000
601,1,3,6,2,30,Master,1024000
56,1,6,6,1,30,Master,1005000
63,4,15,6,1,30,Bachelor,2008000
67,3,2,7,0,35,Bachelor,734000
59,4,13,6,2,30,Ph.D,2604000
77,1,14,8,2,40,Bachelor,2061000
71,1,0,7,2,35,Ph.D,953000
80,4,17,8,2,40,Master,3242000
56,4,5,6,1,30,Bachelor,1527000
57,2,17,6,2,30,Ph.D,2736000
53,2,18,5,1,25,Ph.D,2265000
82,4,4,8,1,40,Ph.D,1431000
80,3,15,8,0,40,Bachelor,1965000
80,4,12,8,2,40,Master,2730000
55,2,13,6,0,30,Bachelor,1276000
66,2,20,7,1,35,Ph.D,2522000
69,3,7,7,1,35,Ph.D,1618000
71,4,15,7,2,35,Bachelor,2310000
69,2,9,7,1,35,Bachelor,1158000
57,4,1,6,1,30,Master,755000
82,1,9,8,0,40,Master,1444000
78,1,11,8,2,40,Master,1972000
65,3,16,7,2,35,Bachelor,2392000
84,3,16,8,0,40,Master,2075000
56,1,12,6,0,30,Ph.D,1775000
63,4,3,6,0,30,Bachelor,852000
60,4,3,6,2,30,Master,1094000
52,3,10,5,2,25,Ph.D,2572000
73,1,18,7,0,35,Bachelor,2164000
55,4,0,6,1,30,Ph.D,1098000
52,4,10,5,1,25,Bachelor,1372000
64,3,2,6,1,30,Ph.D,1164000
632,3,13,6,2,30,Ph.D,2268000
54,1,3,5,1,25,Master,948000
52,4,14,5,2,25,Master,2521000
60,1,14,6,1,30,Ph.D,2251000
50,2,10,5,0,25,Master,991000
53,1,6,5,0,25,Bachelor,783000
57,1,5,6,1,30,Bachelor,996000
55,4,7,6,0,30,Bachelor,1359000
77,1,2,8,1,40,Ph.D,1134000
74,1,11,7,1,35,Master,1584000
69,3,11,7,0,35,Master,1932000
50,4,16,5,0,25,Ph.D,2968000
65,3,3,7,2,35,Master,1245000
67,2,20,7,1,35,Master,2463000
76,3,7,8,0,40,Master,1511000
68,1,0,7,1,35,Bachelor,254000
51,1,6,5,2,25,Master,1032000
51,3,15,5,1,25,Ph.D,2419000
81,4,12,8,1,40,Bachelor,2234000
63,2,0,6,0,30,Bachelor,-38000
54,4,4,5,1,25,Bachelor,1029000
70,1,4,7,2,35,Bachelor,1052000
74,3,12,7,1,35,Bachelor,1910000
72,3,12,7,0,35,Master,1687000
75,1,15,8,1,40,Ph.D,2066000
74,4,10,7,2,35,Master,2212000
50,4,9,5,0,25,Bachelor,1341000
72,3,11,7,0,35,Ph.D,1902000
546,1,12,5,1,25,Ph.D,2179000
84,3,0,8,1,40,Bachelor,203000
64,1,1,6,1,30,Ph.D,812000
84,2,8,8,0,40,Bachelor,1062000
62,3,6,6,2,30,Bachelor,1703000
81,3,8,8,0,40,Master,1101000
69,3,14,7,1,35,Ph.D,2184000
53,1,20,5,2,25,Master,2723000
56,1,15,6,1,30,Master,1834000
50,2,8,5,1,25,Master,1521000
68,3,15,7,1,35,Ph.D,2609000
70,4,12,7,2,35,Bachelor,2620000
53,2,12,5,2,25,Master,2276000
77,4,7,8,1,40,Master,1174000
59,3,14,6,2,30,Ph.D,2867000
78,2,6,8,1,40,Bachelor,752000
76,1,20,8,0,40,Bachelor,2217000
61,4,10,6,1,30,Ph.D,2419000
72,2,12,7,0,35,Master,1561000
73,2,2,7,1,35,Master,972000
72,4,15,7,1,35,Ph.D,2803000
52,2,18,5,2,25,Ph.D,3228000
68,1,15,7,2,35,Bachelor,2045000
51,3,7,5,2,25,Ph.D,1847000
50,4,7,5,0,25,Ph.D,1640000
65,4,9,7,0,35,,1418000
60,2,19,6,2,30,Master,2534000
80,2,1,8,0,40,Master,770000
63,1,10,6,2,30,Ph.D,2388000
52,2,2,5,0,25,Bachelor,226000
73,1,17,7,0,35,Bachelor,1936000
50,1,19,5,1,25,Bachelor,1821000
56,3,7,6,0,30,Bachelor,1359000
66,2,9,7,0,35,Bachelor,963000
82,4,10,8,0,40,Ph.D,2364000
81,2,12,8,2,40,,2317000
55,3,2,6,1,30,Ph.D,848000
84,2,14,8,1,40,Master,1898000
76,2,2,8,1,40,Ph.D,1503000
57,4,6,6,2,30,Master,1369000
66,4,16,7,1,35,Ph.D,2334000
76,1,16,8,0,40,Ph.D,2404000
80,3,1,8,0,40,,418000
55,4,13,6,0,30,Bachelor,1706000
75,4,15,8,2,40,Bachelor,2765000
72,4,11,7,1,35,Ph.D,2426000
59,3,2,6,2,30,,742000
53,3,16,5,1,25,Ph.D,2288000
79,2,18,8,0,40,Ph.D,3069000
54,1,19,5,2,25,Master,2808000
75,1,8,8,2,40,Ph.D,1690000
81,2,18,8,2,40,Ph.D,3157000
61,2,9,6,2,30,Bachelor,1610000
56,4,0,6,1,30,Ph.D,779000
72,4,13,7,0,35,Bachelor,2140000
62,1,2,6,0,30,,262000
76,3,8,8,1,40,Master,1486000
56,1,13,6,1,30,Ph.D,2116000
54,2,12,5,0,25,Ph.D,1669000
66,3,5,7,1,35,Bachelor,1240000
63,4,2,6,0,30,Master,976000
83,1,5,8,0,40,Ph.D,1540000
81,1,10,8,1,40,Master,1177000
82,1,9,8,2,40,Ph.D,2454000
65,1,1,7,1,35,Master,913000
65,4,15,7,1,35,Ph.D,2363000
59,1,18,6,2,30,Ph.D,2562000
57,3,0,6,1,30,Master,365000
64,4,14,6,0,30,Bachelor,2051000
68,4,19,7,2,35,Master,2852000
73,4,5,7,2,35,Master,1368000
79,3,19,8,2,40,Master,2490000
66,4,3,7,2,35,Master,1271000
82,3,12,8,2,40,Master,2421000
68,2,0,7,2,35,Bachelor,975000
73,2,6,7,1,35,Master,1291000
68,4,8,7,1,35,Bachelor,1375000
85,2,11,9,1,45,Master,1274000
59,4,12,6,1,30,Ph.D,2055000
57,1,17,6,1,30,Master,1720000
57,1,13,6,2,30,Bachelor,1718000
63,2,5,6,1,30,Bachelor,1273000
59,4,9,6,1,30,Ph.D,2212000
66,3,11,7,1,35,Bachelor,1323000
72,1,12,7,2,35,Ph.D,2568000
84,4,20,8,1,40,Ph.D,3058000
84,2,7,8,2,40,Ph.D,1611000
70,2,14,7,0,35,Ph.D,2311000
85,1,18,9,2,45,Bachelor,2880000
53,1,17,5,1,25,Ph.D,2623000
64,2,15,6,1,30,Bachelor,1592000
79,2,10,8,1,40,Ph.D,1535000
51,3,19,5,1,25,Ph.D,2641000
83,4,6,8,1,40,Master,1551000
58,4,2,6,0,30,Ph.D,1378000
74,1,15,7,1,35,Bachelor,1818000
57,1,19,6,1,30,Bachelor,1944000
60,2,2,6,0,30,Master,961000
70,3,13,7,2,35,Bachelor,2491000
60,3,17,6,2,30,Ph.D,3155000
70,4,18,7,2,35,Ph.D,3104000
54,4,18,5,1,25,Master,2828000
68,1,20,7,1,35,Ph.D,2959000
77,3,9,8,2,40,Master,1671000
70,1,3,7,1,35,Master,1078000
80,2,10,8,2,40,Ph.D,2062000
83,1,5,8,1,40,Ph.D,1470000
69,4,8,7,0,35,Master,1287000
53,4,10,5,1,25,Master,1558000
78,3,10,8,1,40,Master,1378000
66,2,5,7,0,35,Ph.D,1315000
82,1,20,8,1,40,Master,2430000
50,4,14,5,0,25,Bachelor,2035000
54,1,15,5,0,25,Ph.D,2553000
51,2,7,5,1,25,Master,1278000
51,2,0,5,0,25,Ph.D,895000
71,1,15,7,1,35,Master,2119000
52,4,11,5,1,25,Ph.D,1957000
71,1,14,7,1,35,Ph.D,2166000
67,4,18,7,1,35,Master,2534000
63,2,5,6,1,30,Master,825000
61,2,14,6,2,30,Bachelor,2166000
76,4,11,8,0,40,Bachelor,1498000
66,4,19,7,1,35,Bachelor,2790000
82,3,11,8,0,40,Bachelor,1635000
65,2,20,7,1,35,Ph.D,2735000
77,3,19,8,0,40,Ph.D,2900000
67,1,8,7,1,35,Bachelor,1515000
77,3,19,8,0,40,Bachelor,2121000
72,2,5,7,1,35,Bachelor,1108000
62,2,1,6,2,30,Ph.D,1117000
66,4,8,7,0,35,Master,1671000
74,4,19,7,0,35,Ph.D,2765000
57,2,16,6,1,30,Ph.D,2790000
81,4,9,8,1,40,Master,1580000
69,3,14,7,0,35,Bachelor,1954000
66,1,15,7,1,35,Bachelor,1940000
58,2,19,6,2,30,Ph.D,2987000
65,3,19,7,1,35,Ph.D,2988000
66,4,5,7,0,35,Bachelor,916000
65,1,20,7,2,35,Ph.D,2887000
70,1,16,7,1,35,Bachelor,2231000
55,1,15,6,2,30,Ph.D,2300000
83,2,6,8,0,40,Bachelor,911000
71,1,16,7,0,35,Ph.D,2399000
50,3,2,5,2,25,Ph.D,1114000
75,4,11,8,2,40,Ph.D,2811000
79,3,9,8,2,40,Bachelor,1554000
53,2,19,5,0,25,Ph.D,2492000
85,2,8,9,0,45,Ph.D,1654000
81,2,11,8,0,40,Master,1655000
52,3,9,5,2,25,Ph.D,2180000
54,2,13,5,1,25,Master,1739000
72,1,18,7,0,35,Master,2042000
57,1,4,6,1,30,Bachelor,696000
59,3,17,6,1,30,Master,1866000
60,3,11,6,1,30,Ph.D,1719000
59,2,16,6,0,30,Ph.D,2392000
55,1,9,6,2,30,Master,1354000
85,2,3,9,1,45,Ph.D,1102000
58,4,12,6,1,30,Bachelor,2143000
74,4,14,7,1,35,Ph.D,2853000
80,2,3,8,2,40,Bachelor,1418000
72,2,15,7,2,35,Master,2462000
73,4,12,7,1,35,Ph.D,2478000
68,3,0,7,2,35,Master,835000
79,3,17,8,0,40,Bachelor,2220000
50,3,14,5,2,25,Bachelor,1887000
52,2,16,5,0,25,Bachelor,2121000
59,1,4,6,2,30,Ph.D,1378000
82,1,4,8,1,40,Ph.D,1516000
58,2,4,6,0,30,Bachelor,929000
63,1,13,6,1,30,Master,1834000
79,4,14,8,2,40,Master,2387000
79,1,6,8,2,40,Ph.D,1616000
71,3,1,7,2,35,Bachelor,677000
53,2,0,5,0,25,Master,79000
75,1,3,8,0,40,Ph.D,731000
70,4,9,7,0,35,Bachelor,1591000
74,4,1,7,2,35,Bachelor,829000
56,1,6,6,0,30,Bachelor,1208000
73,1,11,7,0,35,Bachelor,1343000
58,2,7,6,1,30,Master,1199000
83,3,16,8,1,40,Ph.D,2206000
62,3,3,6,1,30,Ph.D,806000
57,3,19,6,1,30,Ph.D,2610000
82,4,2,8,1,40,Master,1079000
68,2,2,7,0,35,Ph.D,1400000
80,2,14,8,0,40,Ph.D,1899000
62,3,10,6,1,30,Bachelor,1633000
51,2,11,5,0,25,Master,1582000
70,1,2,7,1,35,Bachelor,228000
64,4,11,6,2,30,Bachelor,2218000
50,3,1,5,1,25,Bachelor,815000
71,4,9,7,2,35,Master,1850000
78,1,17,8,0,40,Bachelor,2477000
57,2,17,6,1,30,Ph.D,2819000
66,4,17,7,2,35,Ph.D,3461000
60,1,17,6,1,30,Master,2011000
68,2,11,7,0,35,Ph.D,2109000
53,4,10,5,0,25,Bachelor,1918000
67,3,18,7,2,35,Bachelor,2765000
51,3,0,5,1,25,Ph.D,911000
60,3,0,6,2,30,Master,468000
84,2,9,8,1,40,Ph.D,1984000
69,3,2,7,0,35,Ph.D,1195000
66,4,16,7,0,35,Bachelor,2214000
75,1,1,8,0,40,Ph.D,1238000
80,1,8,8,1,40,Master,1519000
65,3,13,7,0,35,Ph.D,2222000
79,3,1,8,1,40,Bachelor,517000
70,2,13,7,0,35,Master,2001000
52,2,0,5,2,25,Master,578000
82,2,13,8,0,40,Ph.D,2371000
66,3,20,7,0,35,Master,2165000
64,1,11,6,0,30,Ph.D,1969000
54,4,11,5,1,25,Master,1483000
70,2,18,7,2,35,Ph.D,2864000
70,4,13,7,2,35,Master,2026000
62,2,11,6,2,30,Master,1522000
50,1,1,5,1,25,Master,699000
62,1,10,6,1,30,Bachelor,1511000
69,1,18,7,2,35,Ph.D,2917000
74,3,4,7,0,35,Master,1246000
70,2,4,7,2,35,Master,838000
66,1,20,7,2,35,Master,3146000
69,3,19,7,1,35,Ph.D,2745000
66,2,8,7,1,35,Ph.D,1815000
70,4,3,7,0,35,Bachelor,954000
54,2,2,5,0,25,Ph.D,623000
57,4,10,6,1,30,Ph.D,1948000
73,2,18,7,2,35,Ph.D,3413000
77,1,19,8,1,40,Master,2257000
58,4,18,6,1,30,Master,2104000
54,4,15,5,0,25,Master,1737000
75,4,11,8,2,40,Bachelor,2360000
65,1,5,7,2,35,Bachelor,1007000
79,2,10,8,2,40,Bachelor,1961000
58,1,10,6,1,30,Bachelor,1508000
81,3,10,8,0,40,Bachelor,1552000
83,1,0,8,1,40,Master,358000
52,1,20,5,0,25,Bachelor,2166000
75,4,1,8,1,40,Bachelor,772000
53,2,8,5,2,25,Master,1310000
53,4,17,5,1,25,Master,2080000
70,2,5,7,0,35,Ph.D,1657000
52,1,19,5,1,25,Master,2619000
81,1,17,8,1,40,Bachelor,2473000
56,2,14,6,0,30,Master,2106000
77,4,6,8,2,40,Ph.D,1891000
58,2,10,6,2,30,Ph.D,2393000
73,1,1,7,2,35,Master,859000
58,2,6,6,0,30,Bachelor,1089000
64,3,3,6,1,30,Master,445000
74,1,19,7,2,35,Ph.D,3058000
52,1,20,5,2,25,Ph.D,3270000
75,3,0,8,1,40,Ph.D,1161000
67,4,0,7,2,35,Master,1214000
66,1,11,7,2,35,Bachelor,1685000
74,2,5,7,0,35,Master,955000
82,4,6,8,0,40,Master,1492000
82,2,18,8,2,40,Bachelor,2540000
82,3,17,8,1,40,Ph.D,2484000
76,3,5,8,2,40,Bachelor,1228000
72,4,11,7,0,35,Bachelor,1655000
66,1,13,7,2,35,Bachelor,1812000
79,4,0,8,0,40,Bachelor,790000
50,2,12,5,2,25,Master,1987000
76,3,15,8,2,40,Master,2274000
81,2,17,8,1,40,Ph.D,2642000
82,3,11,8,2,40,Ph.D,2437000
64,4,20,6,1,30,Ph.D,3066000
82,3,6,8,1,40,Master,1312000
59,4,8,6,0,30,Ph.D,2141000
50,1,1,5,2,25,Master,594000
78,4,15,8,1,40,Bachelor,2180000
69,4,3,7,1,35,Ph.D,1359000
72,2,13,7,2,35,Bachelor,2195000
83,4,15,8,2,40,Bachelor,2848000
76,3,9,8,0,40,Ph.D,1955000
57,1,3,6,1,30,Master,742000
61,2,11,6,2,30,Master,1689000
83,2,13,8,2,40,Bachelor,2346000
50,4,9,5,2,25,Ph.D,2409000
54,4,14,5,0,25,Bachelor,1622000
78,1,9,8,1,40,Master,1548000
52,4,1,5,2,25,Ph.D,1141000
52,2,18,5,2,25,Bachelor,2452000
79,3,14,8,1,40,Ph.D,2409000
68,,1,7,0,35,Ph.D,843000
76,,7,8,2,40,Bachelor,1427000
51,1,7,5,0,25,Ph.D,1788000
77,1,15,8,2,40,,2753000
73,,2,7,0,35,,1637000
75,2,11,8,0,40,Bachelor,1121000
77,3,0,8,1,40,Master,648000
54,,8,5,1,25,Master,1341000
54,3,1,5,2,25,Ph.D,1389000
84,1,15,8,1,40,,2457000
60,,20,6,2,30,Bachelor,2788000
84,,3,8,1,40,Bachelor,749000
79,2,8,8,1,40,Master,1541000
73,4,4,7,1,35,,1564000
78,3,11,8,2,40,Master,2352000
65,3,3,7,2,35,Master,968000
58,1,20,6,1,30,Ph.D,2913000
79,4,4,8,2,40,Bachelor,1211000
64,2,4,6,2,30,Master,1321000
65,1,8,7,1,35,Master,1283000
80,1,13,8,0,40,,1886000
82,1,18,8,1,40,Bachelor,2056000
79,4,0,8,1,40,Master,566000
56,3,20,6,1,30,Bachelor,2102000
71,2,5,7,0,35,Master,917000
52,2,9,5,1,25,Ph.D,1629000
75,1,16,8,1,40,Master,2190000
80,2,14,8,1,40,,2114000
52,4,18,5,0,25,Master,2561000
76,3,3,8,1,40,,860000
79,1,11,8,1,40,,2195000
77,2,17,8,2,40,Bachelor,2478000
76,4,9,8,2,40,Bachelor,2325000
80,2,4,8,2,40,Master,1509000
60,4,7,6,2,30,Bachelor,1896000
55,1,17,6,2,30,Master,2697000
63,4,14,6,1,30,Master,2212000
69,1,17,7,1,35,Master,1971000
60,1,14,6,2,30,Bachelor,1971000
62,4,9,6,2,30,Ph.D,2690000
80,2,9,8,0,40,Bachelor,1016000
68,3,9,7,0,35,Bachelor,1640000
59,2,18,6,1,30,Master,2058000
55,1,4,6,1,30,Bachelor,548000
65,2,9,7,2,35,Master,1904000
61,4,7,6,1,30,Master,1514000
79,2,17,8,0,40,Master,2427000
81,3,4,8,1,40,Master,600000
60,4,10,6,0,30,Ph.D,1721000
820,4,15,8,0,40,Master,2115000
85,1,13,9,2,45,Master,2027000
76,2,10,8,1,40,Ph.D,1838000
50,3,6,5,0,25,,1404000
62,3,20,6,2,30,Ph.D,2888000
61,1,8,6,2,30,Master,1574000
61,4,10,6,1,30,Bachelor,1891000
60,4,15,6,2,30,,3286000
58,1,10,6,2,30,Master,1863000
54,1,3,5,1,25,Master,649000
59,4,3,6,0,30,Bachelor,1242000
82,3,7,8,0,40,Master,1471000
58,4,2,6,2,30,Master,1278000
67,3,14,7,2,35,Bachelor,2220000
56,4,12,6,1,30,Ph.D,2650000
73,4,19,7,0,35,Bachelor,2772000
76,2,18,8,2,40,Bachelor,2430000
84,2,17,8,1,40,Ph.D,2968000
56,1,8,6,1,30,Master,1018000
82,4,13,8,2,40,Master,2389000
74,2,20,7,2,35,Ph.D,3257000
76,1,12,8,2,40,Bachelor,1768000
63,4,0,6,0,30,Bachelor,1007000
56,4,6,6,2,30,Ph.D,2235000
51,1,18,5,2,25,Ph.D,2910000
72,4,9,7,0,35,Master,1567000
65,2,10,7,0,35,Bachelor,1049000
81,4,14,8,0,40,Bachelor,1834000
830,4,2,8,1,40,Bachelor,722000
52,1,14,5,1,25,Bachelor,1849000
75,3,18,8,1,40,Master,2450000
73,1,1,7,0,35,Master,449000
60,4,15,6,1,30,Bachelor,2005000
76,2,8,8,1,40,Bachelor,954000
67,1,16,7,0,35,Master,1855000
68,1,6,7,2,35,Master,1260000
72,1,13,7,2,35,Master,2314000
79,2,3,8,1,40,Ph.D,1609000
55,4,11,6,2,30,Ph.D,2150000
74,2,19,7,1,35,Bachelor,1963000
66,1,4,7,2,35,Ph.D,1710000
60,1,5,6,0,30,Bachelor,700000
57,4,7,6,2,30,Master,1778000
82,3,17,8,0,40,Master,2034000
70,4,2,7,2,35,Ph.D,1667000
50,4,13,5,0,25,Ph.D,2029000
81,1,11,8,2,40,Ph.D,2578000
55,3,0,6,0,30,Bachelor,50000
52,1,14,5,0,25,Master,2045000
62,1,12,6,1,30,Ph.D,2392000
71,1,6,7,1,35,Ph.D,1385000
79,1,4,8,2,40,Ph.D,1935000
60,1,9,6,0,30,Ph.D,1444000
80,3,1,8,1,40,Master,354000
69,2,15,7,1,35,Bachelor,1985000
50,1,18,5,2,25,Bachelor,2416000
80,4,20,8,2,40,Bachelor,3436000
84,1,17,8,0,40,Ph.D,2792000
65,3,4,7,0,35,Ph.D,1615000
83,1,4,8,1,40,Bachelor,756000
60,1,9,6,0,30,Master,990000
70,1,1,7,1,35,Ph.D,994000
68,2,11,7,1,35,Master,1381000
63,3,12,6,2,30,Master,1788000
54,3,2,5,1,25,Ph.D,738000
54,1,14,5,0,25,Master,1405000
82,2,8,8,2,40,Master,2056000
55,3,11,6,2,30,Ph.D,2397000
56,3,7,6,2,30,Ph.D,1753000
60,4,18,6,0,30,Master,2493000
64,3,1,6,0,30,Master,189000
54,1,9,5,2,25,Ph.D,2238000
84,3,8,8,2,40,Bachelor,1499000
53,3,0,5,0,25,Master,650000
57,4,15,6,1,30,Master,2071000
70,2,7,7,1,35,Bachelor,923000
81,3,3,8,0,40,Master,924000
79,4,12,8,1,40,Master,1943000
71,2,8,7,1,35,Master,1085000
50,1,17,5,2,25,Ph.D,2631000
63,4,14,6,2,30,Ph.D,2906000
66,3,13,7,1,35,Master,1884000
66,4,9,7,1,35,Master,1702000
84,1,12,8,2,40,Ph.D,2860000
81,2,9,8,2,40,Bachelor,1902000
71,3,15,7,1,35,Ph.D,2293000
71,3,2,7,2,35,Ph.D,1609000
70,2,9,7,2,35,Ph.D,1847000
72,4,8,7,2,35,Bachelor,1570000
83,2,18,8,0,40,Bachelor,2009000
85,2,18,9,1,45,Master,2555000
85,2,12,9,1,45,Ph.D,2544000
71,4,4,7,2,35,Bachelor,1650000
59,1,12,6,2,30,Master,1606000
78,2,1,8,1,40,Bachelor,643000
76,1,17,8,2,40,Bachelor,2194000
70,1,14,7,2,35,Master,2147000
84,1,14,8,0,40,Bachelor,1738000
56,2,9,6,1,30,Ph.D,1742000
57,3,8,6,2,30,Master,1340000
69,2,1,7,2,35,Master,1232000
54,4,1,5,0,25,Ph.D,1370000
605,1,1,6,0,30,Master,110000
54,3,10,5,0,25,Ph.D,2036000
53,2,16,5,2,25,Bachelor,2230000
59,4,9,6,2,30,Bachelor,1523000
84,3,7,8,0,40,Bachelor,1302000
71,1,14,7,1,35,Master,2215000
71,1,8,7,0,35,Ph.D,1410000
73,4,6,7,2,35,Bachelor,1656000
57,1,11,6,0,30,Master,1592000
71,1,0,7,1,35,Bachelor,599000
51,3,12,5,1,25,Master,1820000
74,4,14,7,0,35,Bachelor,1670000
67,4,8,7,2,35,Bachelor,1723000
64,3,5,6,0,30,Master,1130000
53,3,19,5,0,25,Ph.D,2934000
77,1,2,8,0,40,Master,657000
75,4,15,8,2,40,Bachelor,2478000
62,4,19,6,2,30,Ph.D,3174000
82,1,1,8,2,40,Bachelor,540000
82,3,3,8,0,40,Master,1093000
58,4,17,6,2,30,Ph.D,3191000
77,2,11,8,2,40,Ph.D,2324000
84,3,10,8,2,40,Master,2250000
73,2,11,7,1,35,Ph.D,2320000
51,1,20,5,0,25,Bachelor,1908000
80,4,19,8,2,40,Master,3075000
52,1,3,5,1,25,Bachelor,347000
83,1,14,8,0,40,Bachelor,1842000
74,1,20,7,1,35,Ph.D,2839000
54,3,7,5,2,25,Bachelor,1385000
83,3,6,8,0,40,Ph.D,1221000
50,3,5,5,2,25,Master,1558000
70,2,1,7,1,35,Ph.D,976000
61,1,4,6,2,30,Master,1420000
64,2,11,6,0,30,Master,1511000
58,1,16,6,2,30,Bachelor,1908000
65,3,5,7,1,35,Bachelor,573000
62,2,13,6,1,30,Bachelor,1496000
85,4,3,9,1,45,Master,1440000
68,1,2,7,1,35,Ph.D,1065000
77,2,19,8,1,40,Bachelor,2054000
55,2,2,6,1,30,Master,595000
84,4,9,8,1,40,Master,1545000
70,2,13,7,0,35,Bachelor,2017000
54,2,8,5,0,25,Ph.D,1741000
79,2,6,8,1,40,Bachelor,1187000
57,4,10,6,1,30,Bachelor,1763000
50,3,12,5,2,25,Master,2075000
51,1,6,5,2,25,Master,1103000
75,4,0,8,0,40,Ph.D,1392000
